id,name,brand,price_min,price_max,color_options_count,color_options,image_path
2579525,Avio Sectional with Table,Knoll®,"$31,255.00","$43,126.00",N/A,"['Aviator', 'Black', 'Chartreuse', 'Daffodil']",dwr\2579525.jpg
2579423,Avio Sectional,Knoll®,"$17,970.00","$25,450.00",N/A,"['Aviator', 'Black', 'Chartreuse', 'Daffodil']",dwr\2579423.jpg
2579424-2,"Avio Sofa, Three Seat",Knoll®,"$14,899.00","$21,254.00",N/A,"['Aviator', 'Black', 'Chartreuse', 'Daffodil']",dwr\2579424-2.jpg
2195266-1,"Kelston Sofa, Fabric",Case,"$7,745.00","$11,795.00",N/A,"['Bark', 'Basil', 'Blue', 'Blush']",dwr\2195266-1.jpg
2195267-2,"Kelston Sectional, Leather",Case,"$17,695.00","$18,895.00",N/A,"['Balsa', 'Black', 'Bruno', 'Canyon']",dwr\2195267-2.jpg
2197051,Kelston Corner Sectional,Case,"$18,295.00","$24,795.00",N/A,"['Balsa', 'Bark', 'Basil', 'Black']",dwr\2197051.jpg
2530548,Pacha Sofa,Gubi,"$7,999.00","$15,999.00",N/A,"['Cream', 'Dark Blue', 'Grey', 'Petrol']",dwr\2530548.jpg
1984,D'Urso Sofa,Knoll®,"$7,808.00","$14,423.00",N/A,"['Air', 'Black', 'Caviar', 'Chartreuse']",dwr\1984.jpg
2579424-1,"Avio Sofa, Two Seat",Knoll®,"$10,730.00","$15,356.00",N/A,"['Aviator', 'Black', 'Chartreuse', 'Daffodil']",dwr\2579424-1.jpg
2579424-3,"Avio Sofa, Four Seat",Knoll®,"$19,069.00","$27,143.00",N/A,"['Aviator', 'Black', 'Chartreuse', 'Daffodil']",dwr\2579424-3.jpg
2522856,Florence Knoll Relaxed Sofa,Knoll®,"$9,273.00","$18,176.00",N/A,"['Alpine', 'Aurora', 'Aviator', 'Black']",dwr\2522856.jpg
8842,Womb Settee,Knoll®,"$8,184.00","$13,644.00",N/A,"['Aegean', 'Alpine', 'Aurora', 'Black / White']",dwr\8842.jpg
2572166,Florence Knoll Model 33,Knoll®,"$3,591.00","$6,269.00",N/A,"['Aviator', 'Black / White', 'Chartreuse', 'Graphite']",dwr\2572166.jpg
2544057,Bastiano Sofa,Knoll®,"$8,085.00","$12,447.00",N/A,"['Alpine', 'Amber', 'Aviator', 'Black']",dwr\2544057.jpg
4034,Florence Knoll Sofa,Knoll®,"$11,236.00","$22,025.00",N/A,"['Alpine', 'Aurora', 'Aviator', 'Black']",dwr\4034.jpg
2538745,Muse Sofa,Sarah Ellison,"$3,495.00","$4,995.00",N/A,"['Caramel', 'Dune', 'Agave', 'Piccolo']",dwr\2538745.jpg
2552612,Float Sofa,Sarah Ellison,N/A,N/A,N/A,"['Fawn', 'Oyster', 'Piccolo', 'La Creme']",dwr\2552612.jpg
2530332-3,Quilton Chaise Sectional,HAY,"$5,245.00","$7,095.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2530332-3.jpg
2514613-2,Mags Soft Low 2.5-Seat Sofa,HAY,"$3,595.00","$5,995.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514613-2.jpg
2530324-2,Quilton 2.5-Seat Sofa,HAY,"$4,145.00","$7,095.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2530324-2.jpg
2552613,Float Sectional,Sarah Ellison,N/A,N/A,N/A,"['Fawn', 'Oyster', 'Piccolo', 'La Creme']",dwr\2552613.jpg
2515835-4,Mags Soft Low One-Arm Sectional,HAY,"$4,345.00","$6,895.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2515835-4.jpg
2530324-1,Quilton 2-Seat Sofa,HAY,"$3,745.00","$6,095.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2530324-1.jpg
2515835-3,Mags Soft Low One-Arm Wide Sectional,HAY,"$4,695.00","$8,995.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2515835-3.jpg
2514898-4,Mags One-Arm Sectional,HAY,"$4,345.00","$6,895.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514898-4.jpg
2530332-1,Quilton L-Shaped Sectional,HAY,"$6,995.00","$10,295.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2530332-1.jpg
2530332-4,Quilton One-Arm Sectional,HAY,"$4,645.00","$6,795.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2530332-4.jpg
2514897-2,Mags 2.5-Seat Sofa,HAY,"$3,745.00","$5,995.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514897-2.jpg
2530332-2,Quilton Wide Chaise Sectional,HAY,"$6,395.00","$9,295.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2530332-2.jpg
2514900,Mags Single Center Unit 1063,HAY,"$1,095.00","$2,195.00",N/A,"['Blue', 'Blush', 'Cayenne', 'Cream']",dwr\2514900.jpg
2515835-5,Mags Soft Low Narrow Chaise Sectional,HAY,"$4,395.00","$8,545.00",N/A,"['Blue', 'Cayenne', 'Cream', 'Denim']",dwr\2515835-5.jpg
2530332-5,Quilton One-Arm Wide Sectional,HAY,"$6,195.00","$8,995.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2530332-5.jpg
2556361,Quilton One Arm Sofa,HAY,"$4,845.00","$6,995.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2556361.jpg
2557591,Mags Soft Low One Arm Sofa,HAY,"$3,945.00","$8,445.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2557591.jpg
2557590,Mags One Arm Sofa,HAY,"$3,945.00","$8,445.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2557590.jpg
2514898-1,Mags Corner Sectional,HAY,"$6,695.00","$13,495.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514898-1.jpg
2515835-2,Mags Soft Low L-Shaped Sectional,HAY,"$7,445.00","$12,045.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2515835-2.jpg
2515835-6,Mags Soft Low Wide Chaise Sectional,HAY,"$4,895.00","$8,745.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2515835-6.jpg
2514613-1,Mags Soft Low 3-Seat Sofa,HAY,"$4,845.00","$8,045.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514613-1.jpg
6313,Muse Corner Sectional,Sarah Ellison,"$6,495.00","$7,495.00",N/A,"['Caramel', 'Dune', 'Agave', 'Piccolo']",dwr\6313.jpg
2536894,Mags Lounge Single Seater,HAY,"$1,295.00","$1,945.00",N/A,"['Cream', 'Denim', 'Grey', 'Lilac']",dwr\2536894.jpg
2536584-1,Hackney Lounge Corner Sectional,HAY,"$9,895.00","$14,445.00",N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2536584-1.jpg
2536884,Hackney Lounge Single Seater,HAY,"$1,345.00","$2,295.00",N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2536884.jpg
2536582-2,Hackney Lounge 2-Seat Sofa,HAY,"$4,545.00","$6,595.00",N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2536582-2.jpg
2556363,Quilton Corner Sectional,HAY,"$7,245.00","$10,645.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2556363.jpg
2515835-1,Mags Soft Low Corner Sectional,HAY,"$5,895.00","$13,495.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2515835-1.jpg
2514897-1,Mags 3-Seat Sofa,HAY,"$4,845.00","$8,045.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514897-1.jpg
2536582-3,Hackney Lounge Compact 2-Seat Sofa,HAY,"$4,145.00","$6,195.00",N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2536582-3.jpg
2543444,Mags Soft Low Modular Sectional,HAY,"$4,745.00","$7,945.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2543444.jpg
2519394,Rapport Sofa,Geiger,"$5,595.00","$9,825.00",N/A,"['Anthracite', 'Basalt', 'Cream', 'Graphite']",dwr\2519394.jpg
2536583-1,Hackney Lounge Sectional,HAY,"$7,645.00","$10,945.00",N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2536583-1.jpg
2536583-2,Hackney Lounge Compact Sectional,HAY,"$6,595.00","$10,095.00",N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2536583-2.jpg
2577051,Eave Modular Sectional,Audo Copenhagen,"$6,375.00","$6,775.00",N/A,"['Beige', 'Bordeaux', 'Dark Grey', 'Gold']",dwr\2577051.jpg
2556060,Quilton Modular Sofa,HAY,"$6,295.00","$9,395.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2556060.jpg
2514898-3,Mags One-Arm Wide Sectional,HAY,"$5,345.00","$8,995.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514898-3.jpg
2543443,Mags Modular Sectional,HAY,"$4,745.00","$7,945.00",N/A,"['Charcoal', 'Cream', 'Dark Blue', 'Denim']",dwr\2543443.jpg
226,Eames Sofa,Herman Miller,"$12,755.00","$13,835.00",N/A,"['Balsa', 'Java', 'Lotus', 'Obsidian']",dwr\226.jpg
2536584-2,Hackney Lounge Compact Corner Sectional,HAY,"$8,895.00","$13,395.00",N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2536584-2.jpg
2514898-5,Mags Sectional with Narrow Chaise,HAY,"$5,045.00","$8,545.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514898-5.jpg
2514898-6,Mags Sectional with Wide Chaise,HAY,"$5,495.00","$8,895.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514898-6.jpg
2573832,Ouverture Sofa,Poltrona Frau,"$13,980.00","$21,990.00",N/A,"['Argento', 'Bianco', 'Coffee Bean', 'Cumin']",dwr\2573832.jpg
2577050,Eave Modular Sofa,Audo Copenhagen,"$5,855.00","$6,325.00",N/A,"['Beige', 'Bordeaux', 'Dark Grey', 'Gold']",dwr\2577050.jpg
2536582-1,Hackney Lounge 3-Seat Sofa,HAY,"$6,095.00","$8,895.00",N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2536582-1.jpg
2536895,Mags Lounge Sectional,HAY,"$5,895.00","$8,995.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2536895.jpg
2519396,Rolled Arm Sofa,Geiger,"$5,295.00","$11,550.00",N/A,"['Anthracite', 'Basalt', 'Cream', 'Graphite']",dwr\2519396.jpg
2514898-2,Mags L-Shaped Sectional,HAY,"$7,445.00","$12,045.00",N/A,"['Blue', 'Cream', 'Denim', 'Green']",dwr\2514898-2.jpg
2536582-4,Hackney Lounge Compact 3-Seat Sofa,HAY,"$5,495.00","$8,245.00",N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2536582-4.jpg
2576429,Croissant Sofa,Gubi,N/A,N/A,N/A,['Cuoio'],dwr\2576429.jpg
2516428,Mags 10 Cushion,HAY,$195.00,$445.00,N/A,"['Blue', 'Cream', 'Green', 'Grey']",dwr\2516428.jpg
2516377,Emmy Sofa,Design Within Reach,"$5,095.00","$10,495.00",N/A,"['Balsa', 'Basalt', 'Basil', 'Black']",dwr\2516377.jpg
7709,Twilight Sleeper Sofa,Softline,"$2,895.00","$4,195.00",N/A,"['Bark', 'Basalt', 'Basil', 'Black / White']",dwr\7709.jpg
2513940-2,"Outline Sofa, 3 Seater",Muuto,"$4,595.00","$11,545.00",N/A,"['Asphalt', 'Birch', 'Black', 'Blue']",dwr\2513940-2.jpg
2195267-1,"Kelston Sectional, Fabric",Case,"$12,945.00","$15,295.00",N/A,"['Bark', 'Basil', 'Blue', 'Blush']",dwr\2195267-1.jpg
429,Como Sofa,Design Within Reach,"$7,345.00","$12,195.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\429.jpg
7035,Raleigh Sofa,Design Within Reach,"$5,095.00","$11,645.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\7035.jpg
73,Como Sectional Sofa,Design Within Reach,"$13,395.00","$26,845.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\73.jpg
2513940-1,"Outline Sofa, 2 Seater",Muuto,"$4,195.00","$10,131.00",N/A,"['Asphalt', 'Birch', 'Black', 'Blue']",dwr\2513940-1.jpg
2517726,Arbour Sofa,HAY,"$4,295.00","$6,995.00",N/A,"['Black', 'Blue', 'Cognac', 'Cream']",dwr\2517726.jpg
2518184,Reid Sleeper,Design Within Reach,"$6,095.00","$9,695.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2518184.jpg
7780-1,"Vesper Sleeper Sofa, Fabric",Design Within Reach,"$7,695.00","$11,145.00",N/A,"['Bark', 'Basalt', 'Basil', 'Blue']",dwr\7780-1.jpg
2197621,Lispenard Sofa,Herman Miller,"$5,195.00","$8,095.00",N/A,"['Bark', 'Black', 'Blush', 'Bruno']",dwr\2197621.jpg
2513942,Outline Sectional,Muuto,"$6,695.00","$16,270.00",N/A,"['Asphalt', 'Birch', 'Black', 'Blue']",dwr\2513942.jpg
2198,Reid Sofa,Design Within Reach,"$5,545.00","$9,195.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2198.jpg
2515324,Lecco Sofa,Design Within Reach,"$9,395.00","$15,245.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2515324.jpg
2544356,TOGO® Sofa,Ligne Roset,N/A,N/A,N/A,"['Farmland', 'Grandstand', 'Snowman']",dwr\2544356.jpg
2548007,Quilton Armless (FS),HAY,"$1,545.00","$2,395.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2548007.jpg
6696,Como Chaise,Design Within Reach,"$6,995.00","$10,395.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\6696.jpg
2516381,Emmy Corner Sectional,Design Within Reach,"$10,950.00","$20,995.00",N/A,"['Balsa', 'Basalt', 'Basil', 'Black']",dwr\2516381.jpg
2526585-1,"Wilkes Modular Sofa Group Sofa, 2 Seater",Herman Miller,"$2,295.00","$2,995.00",N/A,"['Cayenne', 'Cream', 'Dark Blue', 'Grey']",dwr\2526585-1.jpg
2526585-2,"Wilkes Modular Sofa Group Sofa, 3 Seater",Herman Miller,"$2,995.00","$3,895.00",N/A,"['Cayenne', 'Cream', 'Dark Blue', 'Grey']",dwr\2526585-2.jpg
2522817,Kapsel Sofa,Design Within Reach,"$6,095.00","$11,945.00",N/A,"['Balsa', 'Basalt', 'Black', 'Blue']",dwr\2522817.jpg
7593-2,"Theatre Sofa, Leather",Design Within Reach,"$5,095.00","$6,995.00",N/A,"['Black', 'Canyon', 'Clay', 'Cognac']",dwr\7593-2.jpg
2544255-1,"Pastille Sofa, Fabric",Design Within Reach,"$6,395.00","$9,045.00",N/A,"['Bark', 'Basalt', 'Basil', 'Blue']",dwr\2544255-1.jpg
2544256-2,"Pastille Sectional Chaise, 105""",Design Within Reach,"$10,495.00","$16,845.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2544256-2.jpg
2541718-2,"Como Open Sectional, Leather",Design Within Reach,"$21,945.00","$23,145.00",N/A,"['Balsa', 'Black', 'Bruno', 'Canyon']",dwr\2541718-2.jpg
2560901-2,"Luva Modular Sofa, Three Seater",Herman Miller,"$9,365.00","$12,665.00",N/A,"['Balsa', 'Black', 'Blush', 'Bruno']",dwr\2560901-2.jpg
5525-1,"Bantam Studio Sofa, Fabric",Design Within Reach,"$2,395.00","$4,095.00",N/A,"['Bark', 'Basalt', 'Buff', 'Cinder']",dwr\5525-1.jpg
2515104,Mags Soft Low Single Seater,HAY,"$1,095.00","$2,295.00",N/A,"['Blue', 'Blush', 'Cayenne', 'Cream']",dwr\2515104.jpg
2195,Reid Modular Sofa,Design Within Reach,"$4,695.00","$8,395.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2195.jpg
2560901-1,"Luva Modular Sofa, Two Seater",Herman Miller,"$6,630.00","$8,830.00",N/A,"['Balsa', 'Black', 'Blush', 'Bruno']",dwr\2560901-1.jpg
2544056-2,"Cube Sofa 80""",Herman Miller,"$5,795.00","$8,995.00",N/A,"['Balsa', 'Black', 'Bruno', 'Burgundy']",dwr\2544056-2.jpg
3879,Como One-Arm Sofa,Design Within Reach,"$6,995.00","$10,395.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\3879.jpg
7079,Reid Side Chaise,Design Within Reach,"$4,695.00","$7,695.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\7079.jpg
2544056-1,"Cube Sofa 92""",Herman Miller,"$6,795.00","$9,995.00",N/A,"['Balsa', 'Black', 'Bruno', 'Burgundy']",dwr\2544056-1.jpg
2544357,TOGO® Loveseat,Ligne Roset,N/A,N/A,N/A,"['Farmland', 'Grandstand', 'Snowman']",dwr\2544357.jpg
2560902-2,"Luva Modular Sectional, Three Seater",Herman Miller,"$10,365.00","$13,665.00",N/A,"['Balsa', 'Black', 'Blush', 'Bruno']",dwr\2560902-2.jpg
1246-1,"Bantam Sofa, Fabric",Design Within Reach,"$2,995.00","$4,595.00",N/A,"['Bark', 'Basalt', 'Buff', 'Cinder']",dwr\1246-1.jpg
2197622,Lispenard Sectional,Herman Miller,"$11,250.00","$17,450.00",N/A,"['Bark', 'Black', 'Blush', 'Bruno']",dwr\2197622.jpg
2544256-1,"Pastille Sectional Chaise, 80""",Design Within Reach,"$7,495.00","$11,645.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2544256-1.jpg
2564407,Emmy Sectional,Design Within Reach,"$10,195.00","$15,045.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2564407.jpg
2515321,Lecco Sectional,Design Within Reach,"$15,795.00","$24,395.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2515321.jpg
2191,Reid Corner Unit,Design Within Reach,"$3,995.00","$6,795.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2191.jpg
7059,Reid Chaise,Design Within Reach,"$4,295.00","$7,245.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\7059.jpg
1855,LC3 Grand Modele Sofa,Cassina,"$11,500.00","$16,800.00",N/A,"['Anthracite', 'Graphite', 'Tobacco', 'White']",dwr\1855.jpg
2526854,Kapsel Sectional,Design Within Reach,"$10,345.00","$18,745.00",N/A,"['Balsa', 'Basalt', 'Black', 'Blue']",dwr\2526854.jpg
8824,Raleigh Sectional Sofa,Design Within Reach,"$8,195.00","$16,345.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\8824.jpg
2544255-2,"Pastille Sofa, Leather",Design Within Reach,"$9,595.00","$11,145.00",N/A,"['Balsa', 'Black', 'Bruno', 'Canyon']",dwr\2544255-2.jpg
2558100,In Situ Sofa,Muuto,"$4,595.00","$10,995.00",N/A,"['Ash', 'Asphalt', 'Beige', 'Black']",dwr\2558100.jpg
2192,Reid Corner Sectional,Design Within Reach,"$13,945.00","$23,945.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2192.jpg
5681,Eames Sofa Compact,Herman Miller,"$5,700.00","$6,000.00",N/A,"['Beach Glass', 'Cherry', 'Heathered Black', 'Licorice']",dwr\5681.jpg
2518673-2,"Oslo Sofa, 3 Seater",Muuto,N/A,N/A,N/A,"['Cream', 'Dark Grey', 'Periwinkle', 'Petal']",dwr\2518673-2.jpg
7071,Reid Chair,Design Within Reach,"$3,195.00","$5,895.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\7071.jpg
2551674,In Situ Modular Sectional,Muuto,"$4,895.00","$12,995.00",N/A,"['Ash', 'Asphalt', 'Beige', 'Black']",dwr\2551674.jpg
1537,Poet Sofa,House of Finn Juhl,"$11,078.00","$17,591.00",N/A,"['Charcoal', 'Gold', 'Graphite', 'Grey / Red']",dwr\1537.jpg
7076,Reid Sectional,Design Within Reach,"$9,395.00","$15,645.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\7076.jpg
1068,LC2 Petit Modele Sofa,Cassina,"$9,675.00","$10,330.00",N/A,"['Anthracite', 'Graphite', 'Tobacco', 'White']",dwr\1068.jpg
2195266-2,"Kelston Sofa, Leather",Case,"$11,295.00","$14,195.00",N/A,"['Balsa', 'Black', 'Bruno', 'Canyon']",dwr\2195266-2.jpg
7780-2,"Vesper Sleeper Sofa, Leather",Design Within Reach,"$11,645.00","$13,345.00",N/A,"['Balsa', 'Black', 'Bruno', 'Canyon']",dwr\7780-2.jpg
2522818,Reid Sleeper Storage Sectional,Design Within Reach,"$10,450.00","$18,045.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2522818.jpg
2518311,U-Series Sofa,Geiger,"$4,445.00","$7,895.00",N/A,"['Abyss', 'Black', 'Cement', 'Cognac']",dwr\2518311.jpg
2535473,Madison Sleeper Sofa,Softline,"$4,995.00","$5,995.00",N/A,"['Blush', 'Denim', 'Poppy', 'Port']",dwr\2535473.jpg
2516212,Crosshatch Settee,Geiger,"$4,195.00","$6,125.00",N/A,"['Heathered Black', 'Lotus', 'Obsidian', 'Heathered Twilight']",dwr\2516212.jpg
2560902-1,"Luva Modular Sectional, Two Seater",Herman Miller,"$7,630.00","$9,830.00",N/A,"['Balsa', 'Black', 'Blush', 'Bruno']",dwr\2560902-1.jpg
6788,Como Corner Sectional,Design Within Reach,"$17,045.00","$25,595.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\6788.jpg
6989-2,"Rest Sofa, 3 Seater",Muuto,N/A,N/A,N/A,"['Asphalt', 'Cream', 'Dark Grey', 'Evergreen']",dwr\6989-2.jpg
2560897,Luva Modular Armless,Herman Miller,"$2,695.00","$3,795.00",N/A,"['Balsa', 'Black', 'Blush', 'Bruno']",dwr\2560897.jpg
7593-1,"Theatre Sofa, Fabric",Design Within Reach,"$2,795.00","$4,695.00",N/A,"['Bark', 'Basalt', 'Buff', 'Cinder']",dwr\7593-1.jpg
2560896,Luva Modular Chaise,Herman Miller,"$4,295.00","$5,395.00",N/A,"['Balsa', 'Black', 'Blush', 'Bruno']",dwr\2560896.jpg
5525-2,"Bantam Studio Sofa, Leather",Design Within Reach,N/A,N/A,N/A,"['Balsa', 'Bark', 'Indigo', 'Java']",dwr\5525-2.jpg
800,Bolster Sofa,Herman Miller,"$5,485.00","$6,385.00",N/A,"['Black', 'Cobalt Blue', 'Crimson', 'Crimson Dark Dark']",dwr\800.jpg
2195234,Jonas Sectional,Design Within Reach,N/A,N/A,N/A,"['Canary', 'Cloud', 'Java', 'Linen']",dwr\2195234.jpg
2522710,Reid Storage Chaise,Design Within Reach,"$4,695.00","$7,695.00",N/A,"['Balsa', 'Bark', 'Basalt', 'Basil']",dwr\2522710.jpg
7705,Tuxedo Sofa,Geiger,"$7,135.00","$8,700.00",N/A,"['Anthracite', 'Graphite', 'Heathered Black', 'Light Silver']",dwr\7705.jpg
2536898,Mags Lounge Corner Sectional,HAY,"$7,745.00","$10,495.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2536898.jpg
2195905,Wireframe Sofa,Herman Miller,"$5,765.00","$7,015.00",N/A,"['Heathered Black', 'Heathered Cool Grey']",dwr\2195905.jpg
2518280-1,"Striad Sofa, Two Seat",Herman Miller,"$6,505.00","$7,165.00",N/A,"['Hunter', 'Intaglio', 'Clavicle', 'Heathered Rye Grass']",dwr\2518280-1.jpg
2530347,Sideways Sofa,Carl Hansen & Søn,"$8,880.00","$9,910.00",N/A,"['Patisserie 049', 'Buckram 007', 'Cornerstone 005', 'Molecule 002']",dwr\2530347.jpg
2518331-1,"Vesper Sofa, Fabric",Design Within Reach,"$5,295.00","$7,695.00",N/A,"['Blush', 'Denim', 'Poppy', 'Port']",dwr\2518331-1.jpg
2516930,Lína Sofa,Design Within Reach,"$4,495.00","$5,095.00",N/A,"['Blush', 'Denim', 'Poppy', 'Tourmaline']",dwr\2516930.jpg
2526976,Mantle Settee,Geiger,"$3,495.00","$4,595.00",N/A,"['Anthracite', 'Blush', 'Denim', 'Heathered Black']",dwr\2526976.jpg
2560895,Luva Modular Single Seat One Arm,Herman Miller,"$3,295.00","$4,395.00",N/A,"['Balsa', 'Black', 'Blush', 'Bruno']",dwr\2560895.jpg
2536892-1,Mags Lounge 3-Seat Sofa,HAY,"$5,495.00","$8,145.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2536892-1.jpg
6989-1,"Rest Sofa, 2 Seater",Muuto,N/A,N/A,N/A,"['Asphalt', 'Cream', 'Dark Grey', 'Evergreen']",dwr\6989-1.jpg
2518230-2,Can 2-Seat Sofa,HAY,"$2,895.00","$3,895.00",N/A,"['0842 Black', '0250 Cognac', '975 Forest Green', '415 Abelia']",dwr\2518230-2.jpg
2535039,Jalis Sofa - Armless Unit,COR Sitzmobel,"$2,983.00","$1,789.80",N/A,"['Cream / Sand', 'Ivory / Sand']",dwr\2535039.jpg
2195231,Jonas Sofa,Design Within Reach,N/A,N/A,N/A,"['Basil', 'Blue', 'Canary', 'Cloud']",dwr\2195231.jpg
2197796,Tuxedo Settee,Geiger,"$5,555.00","$6,540.00",N/A,"['Anthracite', 'Graphite', 'Light Silver', 'Russet']",dwr\2197796.jpg
2196226,Arena Sectional,Hjelle,N/A,N/A,N/A,['Fossil'],dwr\2196226.jpg
2197794,Tuxedo Classic Sofa,Geiger,N/A,N/A,N/A,"['Heathered Black', 'Heathered Twilight', 'Heathered Cool Grey']",dwr\2197794.jpg
2518280-2,"Striad Sofa, Three Seat",Herman Miller,"$6,955.00","$7,615.00",N/A,"['Hunter', 'Intaglio', 'Clavicle', 'Heathered Rye Grass']",dwr\2518280-2.jpg
2524659,Outline Corner Sectional,Muuto,"$8,149.00","$22,045.00",N/A,"['Asphalt', 'Birch', 'Black', 'Blue']",dwr\2524659.jpg
2557595-2,"Pastille Corner Sectional, Leather",Design Within Reach,"$16,545.00","$17,595.00",N/A,"['Balsa', 'Black', 'Bruno', 'Canyon']",dwr\2557595-2.jpg
1246-2,"Bantam Sofa, Leather",Design Within Reach,"$5,395.00","$5,795.00",N/A,"['Balsa', 'Bark', 'Indigo', 'Java']",dwr\1246-2.jpg
2535038,Jalis Sofa - Corner Unit,COR Sitzmobel,N/A,N/A,N/A,['Ivory / Sand'],dwr\2535038.jpg
2541718-1,"Como Open Sectional, Fabric",Design Within Reach,"$14,745.00","$17,245.00",N/A,"['Bark', 'Basalt', 'Basil', 'Blue']",dwr\2541718-1.jpg
2518230-1,Can 3-Seat Sofa,HAY,"$3,595.00","$5,895.00",N/A,"['0842 Black', '0250 Cognac', '142 Spice', '03 Black / White Speckle']",dwr\2518230-1.jpg
2539799,In Situ Corner Sectional,Muuto,"$10,995.00","$18,495.00",N/A,"['Ash', 'Asphalt', 'Beige', 'Black']",dwr\2539799.jpg
2535036,Jalis Sofa - Right Facing Unit,COR Sitzmobel,N/A,N/A,N/A,['Dark Navy / Black'],dwr\2535036.jpg
2518673-1,"Oslo Sofa, 2 Seater",Muuto,N/A,N/A,N/A,"['Cream', 'Dark Grey', 'Periwinkle', 'Petal']",dwr\2518673-1.jpg
2536892-2,Mags Lounge 2-Seat Sofa,HAY,"$3,495.00","$6,395.00",N/A,"['Blue', 'Charcoal', 'Cream', 'Dark Blue']",dwr\2536892-2.jpg
